GD Note,TYPE,TITLE,DESCRIPTION,LATITUDE,LONGITUDE,DELAY,EXTERNALID,UUID,,Desired Altitude,Alert on Map Screen,AR Marker,Coordinates for maps,AREA,CODE,INCIDENT_ID,PRIORITY
Equipment Failure reported in Suburban,INCIDENT,Equipment Failure,Component failure at distribution station,37.5269621,-122.33381718,34,UTIL725,,,50 ft,YES,YES,"37.5269621, -122.33381718",Suburban,UTIL,UTIL725,Low
Downed Power Line reported in Downtown,INCIDENT,Downed Power Line,Live wire reported on the ground,37.52302953,-122.33115042,96,UTIL726,,,50 ft,YES,YES,"37.52302953, -122.33115042",Downtown,UTIL,UTIL726,Critical
Meter Inspection reported in Seaside,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.52881717,-122.33405288,20,UTIL727,,,50 ft,YES,YES,"37.52881717, -122.33405288",Seaside,UTIL,UTIL727,Medium
Gas Leak reported in Suburban,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52010422,-122.32978544,58,UTIL728,,,50 ft,YES,YES,"37.52010422, -122.32978544",Suburban,UTIL,UTIL728,Medium
Equipment Failure reported in Downtown,INCIDENT,Equipment Failure,Component failure at distribution station,37.53731681,-122.32800401,72,UTIL729,,,50 ft,YES,YES,"37.53731681, -122.32800401",Downtown,UTIL,UTIL729,Medium
Equipment Failure reported in Suburban,INCIDENT,Equipment Failure,Component failure at distribution station,37.53477625,-122.33621716,128,UTIL730,,,50 ft,YES,YES,"37.53477625, -122.33621716",Suburban,UTIL,UTIL730,High
Transformer Failure reported in Suburban,INCIDENT,Transformer Failure,Multiple customers without power,37.53311065,-122.33623114,118,UTIL731,,,50 ft,YES,YES,"37.53311065, -122.33623114",Suburban,UTIL,UTIL731,Critical
Switch Malfunction reported in Industrial,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.52291528,-122.32157096,33,UTIL732,,,50 ft,YES,YES,"37.52291528, -122.32157096",Industrial,UTIL,UTIL732,Low
Substation Fire reported in Suburban,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.52530859,-122.33478976,69,UTIL733,,,50 ft,YES,YES,"37.52530859, -122.33478976",Suburban,UTIL,UTIL733,Medium
Leaning Pole reported in Industrial,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.53897084,-122.32437961,138,UTIL734,,,50 ft,YES,YES,"37.53897084, -122.32437961",Industrial,UTIL,UTIL734,Low
Fuse Blown reported in Suburban,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.53356542,-122.32490298,123,UTIL735,,,50 ft,YES,YES,"37.53356542, -122.32490298",Suburban,UTIL,UTIL735,Medium
Breaker Operation reported in Seaside,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.52639507,-122.33111167,136,UTIL736,,,50 ft,YES,YES,"37.52639507, -122.33111167",Seaside,UTIL,UTIL736,Low
Equipment Failure reported in Rural,INCIDENT,Equipment Failure,Component failure at distribution station,37.53010239,-122.3228235,19,UTIL737,,,50 ft,YES,YES,"37.53010239, -122.3228235",Rural,UTIL,UTIL737,Medium
Transformer Failure reported in Industrial,INCIDENT,Transformer Failure,Multiple customers without power,37.53059518,-122.33523678,39,UTIL738,,,50 ft,YES,YES,"37.53059518, -122.33523678",Industrial,UTIL,UTIL738,Critical
Fuse Blown reported in Downtown,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.5330837,-122.32360273,151,UTIL739,,,50 ft,YES,YES,"37.5330837, -122.32360273",Downtown,UTIL,UTIL739,Critical
Breaker Operation reported in Central,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.52999748,-122.32194564,22,UTIL740,,,50 ft,YES,YES,"37.52999748, -122.32194564",Central,UTIL,UTIL740,Medium
Cable Fault reported in Rural,INCIDENT,Cable Fault,Underground cable suspected fault,37.52050673,-122.32226512,91,UTIL741,,,50 ft,YES,YES,"37.52050673, -122.32226512",Rural,UTIL,UTIL741,Critical
Equipment Failure reported in Central,INCIDENT,Equipment Failure,Component failure at distribution station,37.52011643,-122.32554917,179,UTIL742,,,50 ft,YES,YES,"37.52011643, -122.32554917",Central,UTIL,UTIL742,Critical
Transformer Explosion reported in Rural,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.53823292,-122.33179149,57,UTIL743,,,50 ft,YES,YES,"37.53823292, -122.33179149",Rural,UTIL,UTIL743,Medium
Meter Inspection reported in Seaside,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.53849216,-122.33779619,189,UTIL744,,,50 ft,YES,YES,"37.53849216, -122.33779619",Seaside,UTIL,UTIL744,High
Breaker Operation reported in Suburban,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.53660853,-122.3290662,47,UTIL745,,,50 ft,YES,YES,"37.53660853, -122.3290662",Suburban,UTIL,UTIL745,Low
Car Hit Pole reported in Seaside,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.53740538,-122.3270553,86,UTIL746,,,50 ft,YES,YES,"37.53740538, -122.3270553",Seaside,UTIL,UTIL746,High
Switch Malfunction reported in Seaside,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.53012384,-122.3268673,38,UTIL747,,,50 ft,YES,YES,"37.53012384, -122.3268673",Seaside,UTIL,UTIL747,Critical
Equipment Failure reported in Rural,INCIDENT,Equipment Failure,Component failure at distribution station,37.53908265,-122.3267571,49,UTIL748,,,50 ft,YES,YES,"37.53908265, -122.3267571",Rural,UTIL,UTIL748,High
Tree Encroachment reported in Downtown,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.52265727,-122.33195332,178,UTIL749,,,50 ft,YES,YES,"37.52265727, -122.33195332",Downtown,UTIL,UTIL749,High
Routine Inspection reported in Central,INCIDENT,Routine Inspection,Scheduled maintenance check,37.52703031,-122.32717623,10,UTIL750,,,50 ft,YES,YES,"37.52703031, -122.32717623",Central,UTIL,UTIL750,Critical
Leaning Pole reported in Suburban,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.53752234,-122.32636123,15,UTIL751,,,50 ft,YES,YES,"37.53752234, -122.32636123",Suburban,UTIL,UTIL751,Critical
Equipment Failure reported in Downtown,INCIDENT,Equipment Failure,Component failure at distribution station,37.53008072,-122.33162821,162,UTIL752,,,50 ft,YES,YES,"37.53008072, -122.33162821",Downtown,UTIL,UTIL752,Medium
Voltage Irregularity reported in Central,INCIDENT,Voltage Irregularity,Reports of voltage fluctuations in area,37.53384155,-122.33477564,121,UTIL753,,,50 ft,YES,YES,"37.53384155, -122.33477564",Central,UTIL,UTIL753,Medium
Cable Fault reported in Central,INCIDENT,Cable Fault,Underground cable suspected fault,37.5271178,-122.32936434,21,UTIL754,,,50 ft,YES,YES,"37.5271178, -122.32936434",Central,UTIL,UTIL754,Low
Equipment Failure reported in Seaside,INCIDENT,Equipment Failure,Component failure at distribution station,37.53594599,-122.33535663,41,UTIL755,,,50 ft,YES,YES,"37.53594599, -122.33535663",Seaside,UTIL,UTIL755,Critical
Routine Inspection reported in Central,INCIDENT,Routine Inspection,Scheduled maintenance check,37.53902776,-122.32992005,16,UTIL756,,,50 ft,YES,YES,"37.53902776, -122.32992005",Central,UTIL,UTIL756,Medium
Switch Malfunction reported in Rural,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.53723393,-122.3277879,189,UTIL757,,,50 ft,YES,YES,"37.53723393, -122.3277879",Rural,UTIL,UTIL757,Critical
Routine Inspection reported in Seaside,INCIDENT,Routine Inspection,Scheduled maintenance check,37.5323851,-122.32408829,31,UTIL758,,,50 ft,YES,YES,"37.5323851, -122.32408829",Seaside,UTIL,UTIL758,Medium
Meter Inspection reported in Downtown,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.5367168,-122.32396336,45,UTIL759,,,50 ft,YES,YES,"37.5367168, -122.32396336",Downtown,UTIL,UTIL759,Critical
Car Hit Pole reported in Central,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.52165408,-122.32673161,4,UTIL760,,,50 ft,YES,YES,"37.52165408, -122.32673161",Central,UTIL,UTIL760,High
Fuse Blown reported in Downtown,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.52270916,-122.32105934,77,UTIL761,,,50 ft,YES,YES,"37.52270916, -122.32105934",Downtown,UTIL,UTIL761,High
Cable Fault reported in Suburban,INCIDENT,Cable Fault,Underground cable suspected fault,37.52895707,-122.33609164,118,UTIL762,,,50 ft,YES,YES,"37.52895707, -122.33609164",Suburban,UTIL,UTIL762,Low
Gas Leak reported in Downtown,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52886918,-122.32657372,59,UTIL763,,,50 ft,YES,YES,"37.52886918, -122.32657372",Downtown,UTIL,UTIL763,Critical
Low Wire reported in Suburban,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52351302,-122.32444661,173,UTIL764,,,50 ft,YES,YES,"37.52351302, -122.32444661",Suburban,UTIL,UTIL764,Medium
Substation Fire reported in Rural,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.52644886,-122.33433964,200,UTIL765,,,50 ft,YES,YES,"37.52644886, -122.33433964",Rural,UTIL,UTIL765,Low
Low Wire reported in Industrial,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.53911131,-122.33494655,174,UTIL766,,,50 ft,YES,YES,"37.53911131, -122.33494655",Industrial,UTIL,UTIL766,Medium
Cable Fault reported in Downtown,INCIDENT,Cable Fault,Underground cable suspected fault,37.5336605,-122.32574599,4,UTIL767,,,50 ft,YES,YES,"37.5336605, -122.32574599",Downtown,UTIL,UTIL767,Critical
Meter Inspection reported in Rural,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.52749274,-122.32175153,6,UTIL768,,,50 ft,YES,YES,"37.52749274, -122.32175153",Rural,UTIL,UTIL768,High
Leaning Pole reported in Suburban,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.52384754,-122.33447599,145,UTIL769,,,50 ft,YES,YES,"37.52384754, -122.33447599",Suburban,UTIL,UTIL769,Medium
Voltage Irregularity reported in Central,INCIDENT,Voltage Irregularity,Reports of voltage fluctuations in area,37.52051902,-122.32603127,149,UTIL770,,,50 ft,YES,YES,"37.52051902, -122.32603127",Central,UTIL,UTIL770,Medium
Transformer Failure reported in Downtown,INCIDENT,Transformer Failure,Multiple customers without power,37.53544785,-122.33953728,11,UTIL771,,,50 ft,YES,YES,"37.53544785, -122.33953728",Downtown,UTIL,UTIL771,Critical
Transformer Explosion reported in Downtown,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52723825,-122.3270055,12,UTIL772,,,50 ft,YES,YES,"37.52723825, -122.3270055",Downtown,UTIL,UTIL772,Medium
Breaker Operation reported in Seaside,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.52250104,-122.32695797,13,UTIL773,,,50 ft,YES,YES,"37.52250104, -122.32695797",Seaside,UTIL,UTIL773,Critical
Storm Damage reported in Suburban,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.52197907,-122.33585979,70,UTIL774,,,50 ft,YES,YES,"37.52197907, -122.33585979",Suburban,UTIL,UTIL774,High
Transformer Explosion reported in Downtown,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52246302,-122.33833914,65,UTIL775,,,50 ft,YES,YES,"37.52246302, -122.33833914",Downtown,UTIL,UTIL775,Low
Storm Damage reported in Uptown,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.53899063,-122.32425595,31,UTIL776,,,50 ft,YES,YES,"37.53899063, -122.32425595",Uptown,UTIL,UTIL776,Critical
Equipment Failure reported in Central,INCIDENT,Equipment Failure,Component failure at distribution station,37.520891,-122.33352891,120,UTIL777,,,50 ft,YES,YES,"37.520891, -122.33352891",Central,UTIL,UTIL777,High
Meter Inspection reported in Central,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.52774865,-122.33528162,46,UTIL778,,,50 ft,YES,YES,"37.52774865, -122.33528162",Central,UTIL,UTIL778,Critical
Voltage Irregularity reported in Central,INCIDENT,Voltage Irregularity,Reports of voltage fluctuations in area,37.52669756,-122.32643011,168,UTIL779,,,50 ft,YES,YES,"37.52669756, -122.32643011",Central,UTIL,UTIL779,High
Downed Power Line reported in Rural,INCIDENT,Downed Power Line,Live wire reported on the ground,37.53697901,-122.33433811,17,UTIL780,,,50 ft,YES,YES,"37.53697901, -122.33433811",Rural,UTIL,UTIL780,High
Gas Leak reported in Suburban,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.53029987,-122.33862685,99,UTIL781,,,50 ft,YES,YES,"37.53029987, -122.33862685",Suburban,UTIL,UTIL781,Critical
Equipment Failure reported in Uptown,INCIDENT,Equipment Failure,Component failure at distribution station,37.53576217,-122.33148626,106,UTIL782,,,50 ft,YES,YES,"37.53576217, -122.33148626",Uptown,UTIL,UTIL782,High
Storm Damage reported in Rural,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.53465108,-122.33206325,41,UTIL783,,,50 ft,YES,YES,"37.53465108, -122.33206325",Rural,UTIL,UTIL783,Critical
Breaker Operation reported in Downtown,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.52968357,-122.33915467,61,UTIL784,,,50 ft,YES,YES,"37.52968357, -122.33915467",Downtown,UTIL,UTIL784,Low
Routine Inspection reported in Industrial,INCIDENT,Routine Inspection,Scheduled maintenance check,37.53863957,-122.33222951,145,UTIL785,,,50 ft,YES,YES,"37.53863957, -122.33222951",Industrial,UTIL,UTIL785,Critical
Meter Inspection reported in Uptown,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.53104467,-122.32156167,77,UTIL786,,,50 ft,YES,YES,"37.53104467, -122.32156167",Uptown,UTIL,UTIL786,Medium
Car Hit Pole reported in Downtown,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.53808534,-122.32052578,20,UTIL787,,,50 ft,YES,YES,"37.53808534, -122.32052578",Downtown,UTIL,UTIL787,Critical
Equipment Failure reported in Suburban,INCIDENT,Equipment Failure,Component failure at distribution station,37.53010039,-122.32245681,141,UTIL788,,,50 ft,YES,YES,"37.53010039, -122.32245681",Suburban,UTIL,UTIL788,High
Meter Inspection reported in Industrial,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.52396236,-122.32356313,120,UTIL789,,,50 ft,YES,YES,"37.52396236, -122.32356313",Industrial,UTIL,UTIL789,Critical
Leaning Pole reported in Uptown,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.52298153,-122.32041359,3,UTIL790,,,50 ft,YES,YES,"37.52298153, -122.32041359",Uptown,UTIL,UTIL790,Critical
Gas Leak reported in Central,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52912294,-122.32415302,5,UTIL791,,,50 ft,YES,YES,"37.52912294, -122.32415302",Central,UTIL,UTIL791,Medium
Voltage Irregularity reported in Rural,INCIDENT,Voltage Irregularity,Reports of voltage fluctuations in area,37.53470383,-122.33785425,15,UTIL792,,,50 ft,YES,YES,"37.53470383, -122.33785425",Rural,UTIL,UTIL792,High
Car Hit Pole reported in Seaside,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.52556791,-122.33318855,132,UTIL793,,,50 ft,YES,YES,"37.52556791, -122.33318855",Seaside,UTIL,UTIL793,Low
Equipment Failure reported in Downtown,INCIDENT,Equipment Failure,Component failure at distribution station,37.53013208,-122.32712309,49,UTIL794,,,50 ft,YES,YES,"37.53013208, -122.32712309",Downtown,UTIL,UTIL794,Medium
Fuse Blown reported in Rural,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.5250998,-122.33493524,185,UTIL795,,,50 ft,YES,YES,"37.5250998, -122.33493524",Rural,UTIL,UTIL795,Low
Low Wire reported in Rural,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52757322,-122.3201471,22,UTIL796,,,50 ft,YES,YES,"37.52757322, -122.3201471",Rural,UTIL,UTIL796,High
Car Hit Pole reported in Uptown,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.53049076,-122.32355569,12,UTIL797,,,50 ft,YES,YES,"37.53049076, -122.32355569",Uptown,UTIL,UTIL797,Critical
Cable Fault reported in Suburban,INCIDENT,Cable Fault,Underground cable suspected fault,37.52781784,-122.32161151,82,UTIL798,,,50 ft,YES,YES,"37.52781784, -122.32161151",Suburban,UTIL,UTIL798,Critical
Car Hit Pole reported in Downtown,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.53894183,-122.33295453,120,UTIL799,,,50 ft,YES,YES,"37.53894183, -122.33295453",Downtown,UTIL,UTIL799,High
Transformer Failure reported in Rural,INCIDENT,Transformer Failure,Multiple customers without power,37.52527047,-122.32385568,66,UTIL800,,,50 ft,YES,YES,"37.52527047, -122.32385568",Rural,UTIL,UTIL800,High
Tree Encroachment reported in Rural,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.5361287,-122.33597136,171,UTIL801,,,50 ft,YES,YES,"37.5361287, -122.33597136",Rural,UTIL,UTIL801,High
Breaker Operation reported in Industrial,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.5332857,-122.32977812,145,UTIL802,,,50 ft,YES,YES,"37.5332857, -122.32977812",Industrial,UTIL,UTIL802,Medium
Low Wire reported in Uptown,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.53656881,-122.33287983,195,UTIL803,,,50 ft,YES,YES,"37.53656881, -122.33287983",Uptown,UTIL,UTIL803,Low
Tree Encroachment reported in Rural,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.5229925,-122.33803505,50,UTIL804,,,50 ft,YES,YES,"37.5229925, -122.33803505",Rural,UTIL,UTIL804,Critical
Car Hit Pole reported in Downtown,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.52933891,-122.33236619,54,UTIL805,,,50 ft,YES,YES,"37.52933891, -122.33236619",Downtown,UTIL,UTIL805,Low
Storm Damage reported in Central,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.53888388,-122.33970187,16,UTIL806,,,50 ft,YES,YES,"37.53888388, -122.33970187",Central,UTIL,UTIL806,Medium
Fuse Blown reported in Downtown,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.53068387,-122.33338097,196,UTIL807,,,50 ft,YES,YES,"37.53068387, -122.33338097",Downtown,UTIL,UTIL807,Medium
Equipment Failure reported in Industrial,INCIDENT,Equipment Failure,Component failure at distribution station,37.5258513,-122.32275619,165,UTIL808,,,50 ft,YES,YES,"37.5258513, -122.32275619",Industrial,UTIL,UTIL808,Low
Cable Fault reported in Seaside,INCIDENT,Cable Fault,Underground cable suspected fault,37.52051982,-122.32530829,171,UTIL809,,,50 ft,YES,YES,"37.52051982, -122.32530829",Seaside,UTIL,UTIL809,Low
Gas Leak reported in Suburban,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.53897494,-122.32932489,161,UTIL810,,,50 ft,YES,YES,"37.53897494, -122.32932489",Suburban,UTIL,UTIL810,Low
Cable Fault reported in Uptown,INCIDENT,Cable Fault,Underground cable suspected fault,37.52866204,-122.32427245,114,UTIL811,,,50 ft,YES,YES,"37.52866204, -122.32427245",Uptown,UTIL,UTIL811,Low
Fuse Blown reported in Rural,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.52835734,-122.33233796,135,UTIL812,,,50 ft,YES,YES,"37.52835734, -122.33233796",Rural,UTIL,UTIL812,Critical
