GD Note,TYPE,TITLE,DESCRIPTION,LATITUDE,LONGITUDE,DELAY,EXTERNALID,UUID,Desired Altitude,Alert on Map Screen,AR Marker,Coordinates for maps,AREA,CODE,INCIDENT_ID,PRIORITY
Underage Drinking reported in Central,INCIDENT,10-29 - Underage Drinking,Reported underage drinking at location. Additional details unknown.,37.52900464,-122.33696307,,,,50 ft,YES,YES,"37.52900464, -122.33696307",Central,10-29,INC519,High
Unattended Luggage reported in Uptown,INCIDENT,10-26 - Unattended Luggage,Reported unattended luggage at location. Additional details unknown.,37.52052064,-122.33617888,,,,50 ft,YES,YES,"37.52052064, -122.33617888",Uptown,10-26,INC520,Medium
Hostage Situation reported in Seaside,INCIDENT,10-05 - Hostage Situation,Reported hostage situation at location. Additional details unknown.,37.52650852,-122.33423197,,,,50 ft,YES,YES,"37.52650852, -122.33423197",Seaside,10-05,INC521,Medium
Illegal Dumping reported in Downtown,INCIDENT,10-24 - Illegal Dumping,Reported illegal dumping at location. Additional details unknown.,37.52321177,-122.33730514,,,,50 ft,YES,YES,"37.52321177, -122.33730514",Downtown,10-24,INC522,Critical
Hit-and-Run Accident reported in Suburban,INCIDENT,10-23 - Hit-and-Run Accident,Reported hit-and-run accident at location. Additional details unknown.,37.53951439,-122.33584477,,,,50 ft,YES,YES,"37.53951439, -122.33584477",Suburban,10-23,INC523,Low
Explosion Reported reported in Suburban,INCIDENT,10-06 - Explosion Reported,Reported explosion reported at location. Additional details unknown.,37.53005665,-122.3260428,,,,50 ft,YES,YES,"37.53005665, -122.3260428",Suburban,10-06,INC524,Critical
Gas Leak reported in Suburban,INCIDENT,10-08 - Gas Leak,Reported gas leak at location. Additional details unknown.,37.52960636,-122.32042069,,,,50 ft,YES,YES,"37.52960636, -122.32042069",Suburban,10-08,INC525,Low
Public Intoxication reported in Seaside,INCIDENT,10-25 - Public Intoxication,Reported public intoxication at location. Additional details unknown.,37.52218691,-122.32992735,,,,50 ft,YES,YES,"37.52218691, -122.32992735",Seaside,10-25,INC526,High
Tornado Warning reported in Uptown,INCIDENT,10-39 - Tornado Warning,Reported tornado warning at location. Additional details unknown.,37.5297984,-122.32229861,,,,50 ft,YES,YES,"37.5297984, -122.32229861",Uptown,10-39,INC527,Critical
Collapsed Building reported in Downtown,INCIDENT,10-48 - Collapsed Building,Reported collapsed building at location. Additional details unknown.,37.52863046,-122.32092168,,,,50 ft,YES,YES,"37.52863046, -122.32092168",Downtown,10-48,INC528,Critical
Structure Fire reported in Central,INCIDENT,10-07 - Structure Fire,Reported structure fire at location. Additional details unknown.,37.52530243,-122.3271686,,,,50 ft,YES,YES,"37.52530243, -122.3271686",Central,10-07,INC529,High
Noise Complaint reported in Suburban,INCIDENT,10-28 - Noise Complaint,Reported noise complaint at location. Additional details unknown.,37.53427423,-122.33915147,,,,50 ft,YES,YES,"37.53427423, -122.33915147",Suburban,10-28,INC530,Critical
Mudslide Reported reported in Rural,INCIDENT,10-38 - Mudslide Reported,Reported mudslide reported at location. Additional details unknown.,37.52165955,-122.33592443,,,,50 ft,YES,YES,"37.52165955, -122.33592443",Rural,10-38,INC531,Low
Boating Accident reported in Suburban,INCIDENT,10-34 - Boating Accident,Reported boating accident at location. Additional details unknown.,37.53154562,-122.33949839,,,,50 ft,YES,YES,"37.53154562, -122.33949839",Suburban,10-34,INC532,Medium
Bridge Collapse reported in Rural,INCIDENT,10-37 - Bridge Collapse,Reported bridge collapse at location. Additional details unknown.,37.53513535,-122.33158888,,,,50 ft,YES,YES,"37.53513535, -122.33158888",Rural,10-37,INC533,Low
Hit-and-Run Accident reported in Industrial,INCIDENT,10-23 - Hit-and-Run Accident,Reported hit-and-run accident at location. Additional details unknown.,37.52932012,-122.33489509,,,,50 ft,YES,YES,"37.52932012, -122.33489509",Industrial,10-23,INC534,Critical
Earthquake Damage reported in Uptown,INCIDENT,10-45 - Earthquake Damage,Reported earthquake damage at location. Additional details unknown.,37.53031373,-122.32019642,,,,50 ft,YES,YES,"37.53031373, -122.32019642",Uptown,10-45,INC535,Low
Tornado Warning reported in Industrial,INCIDENT,10-39 - Tornado Warning,Reported tornado warning at location. Additional details unknown.,37.53119002,-122.32338167,,,,50 ft,YES,YES,"37.53119002, -122.32338167",Industrial,10-39,INC536,Critical
Unattended Luggage reported in Industrial,INCIDENT,10-26 - Unattended Luggage,Reported unattended luggage at location. Additional details unknown.,37.53663589,-122.33534642,,,,50 ft,YES,YES,"37.53663589, -122.33534642",Industrial,10-26,INC537,Low
Boating Accident reported in Seaside,INCIDENT,10-34 - Boating Accident,Reported boating accident at location. Additional details unknown.,37.53734514,-122.32453472,,,,50 ft,YES,YES,"37.53734514, -122.32453472",Seaside,10-34,INC538,Critical
Drug Activity Reported reported in Uptown,INCIDENT,10-11 - Drug Activity Reported,Reported drug activity reported at location. Additional details unknown.,37.53446427,-122.32736225,,,,50 ft,YES,YES,"37.53446427, -122.32736225",Uptown,10-11,INC539,High
Vehicle Pursuit reported in Suburban,INCIDENT,10-22 - Vehicle Pursuit,Reported vehicle pursuit at location. Additional details unknown.,37.52310192,-122.32110107,,,,50 ft,YES,YES,"37.52310192, -122.32110107",Suburban,10-22,INC540,Medium
Cyber Crime reported in Suburban,INCIDENT,10-32 - Cyber Crime,Reported cyber crime at location. Additional details unknown.,37.52467125,-122.32578036,,,,50 ft,YES,YES,"37.52467125, -122.32578036",Suburban,10-32,INC541,High
Cyber Crime reported in Seaside,INCIDENT,10-32 - Cyber Crime,Reported cyber crime at location. Additional details unknown.,37.52493388,-122.32625068,,,,50 ft,YES,YES,"37.52493388, -122.32625068",Seaside,10-32,INC542,Critical
Cyber Crime reported in Industrial,INCIDENT,10-32 - Cyber Crime,Reported cyber crime at location. Additional details unknown.,37.53467783,-122.3291841,,,,50 ft,YES,YES,"37.53467783, -122.3291841",Industrial,10-32,INC543,Medium
Chemical Spill reported in Rural,INCIDENT,10-35 - Chemical Spill,Reported chemical spill at location. Additional details unknown.,37.52888549,-122.33361604,,,,50 ft,YES,YES,"37.52888549, -122.33361604",Rural,10-35,INC544,Medium
Gas Leak reported in Uptown,INCIDENT,10-08 - Gas Leak,Reported gas leak at location. Additional details unknown.,37.53817404,-122.33588069,,,,50 ft,YES,YES,"37.53817404, -122.33588069",Uptown,10-08,INC545,Medium
Earthquake Damage reported in Suburban,INCIDENT,10-45 - Earthquake Damage,Reported earthquake damage at location. Additional details unknown.,37.53790009,-122.33596931,,,,50 ft,YES,YES,"37.53790009, -122.33596931",Suburban,10-45,INC546,Critical
Traffic Stop - High Risk reported in Rural,INCIDENT,10-04 - Traffic Stop - High Risk,Reported traffic stop - high risk at location. Additional details unknown.,37.53175299,-122.333879,,,,50 ft,YES,YES,"37.53175299, -122.333879",Rural,10-04,INC547,High
Public Disturbance reported in Downtown,INCIDENT,10-18 - Public Disturbance,Reported public disturbance at location. Additional details unknown.,37.52324941,-122.3393695,,,,50 ft,YES,YES,"37.52324941, -122.3393695",Downtown,10-18,INC548,Medium
Drowning Incident reported in Suburban,INCIDENT,10-47 - Drowning Incident,Reported drowning incident at location. Additional details unknown.,37.52822439,-122.33899223,,,,50 ft,YES,YES,"37.52822439, -122.33899223",Suburban,10-47,INC549,Critical
Traffic Stop - High Risk reported in Suburban,INCIDENT,10-04 - Traffic Stop - High Risk,Reported traffic stop - high risk at location. Additional details unknown.,37.52946676,-122.33884663,,,,50 ft,YES,YES,"37.52946676, -122.33884663",Suburban,10-04,INC550,Medium
Medical Emergency - Minor reported in Rural,INCIDENT,10-10 - Medical Emergency - Minor,Reported medical emergency - minor at location. Additional details unknown.,37.53083442,-122.33814745,,,,50 ft,YES,YES,"37.53083442, -122.33814745",Rural,10-10,INC551,Critical
Suspicious Package reported in Central,INCIDENT,10-12 - Suspicious Package,Reported suspicious package at location. Additional details unknown.,37.52333543,-122.33276035,,,,50 ft,YES,YES,"37.52333543, -122.33276035",Central,10-12,INC552,Medium
Traffic Stop - High Risk reported in Rural,INCIDENT,10-04 - Traffic Stop - High Risk,Reported traffic stop - high risk at location. Additional details unknown.,37.53117088,-122.33528872,,,,50 ft,YES,YES,"37.53117088, -122.33528872",Rural,10-04,INC553,High
Underage Drinking reported in Suburban,INCIDENT,10-29 - Underage Drinking,Reported underage drinking at location. Additional details unknown.,37.5334021,-122.32371956,,,,50 ft,YES,YES,"37.5334021, -122.32371956",Suburban,10-29,INC554,Critical
Collapsed Building reported in Industrial,INCIDENT,10-48 - Collapsed Building,Reported collapsed building at location. Additional details unknown.,37.53314276,-122.32948286,,,,50 ft,YES,YES,"37.53314276, -122.32948286",Industrial,10-48,INC555,Critical
Sinkhole Formation reported in Suburban,INCIDENT,10-44 - Sinkhole Formation,Reported sinkhole formation at location. Additional details unknown.,37.52850087,-122.3336795,,,,50 ft,YES,YES,"37.52850087, -122.3336795",Suburban,10-44,INC556,High
Drowning Incident reported in Downtown,INCIDENT,10-47 - Drowning Incident,Reported drowning incident at location. Additional details unknown.,37.53697589,-122.32083291,,,,50 ft,YES,YES,"37.53697589, -122.32083291",Downtown,10-47,INC557,Critical
Burglary in Progress reported in Uptown,INCIDENT,10-02 - Burglary in Progress,Reported burglary in progress at location. Additional details unknown.,37.5255528,-122.32822094,,,,50 ft,YES,YES,"37.5255528, -122.32822094",Uptown,10-02,INC558,High
Attempted Suicide reported in Uptown,INCIDENT,10-31 - Attempted Suicide,Reported attempted suicide at location. Additional details unknown.,37.53690858,-122.32207923,,,,50 ft,YES,YES,"37.53690858, -122.32207923",Uptown,10-31,INC559,Critical
Elevator Rescue Required reported in Suburban,INCIDENT,10-49 - Elevator Rescue Required,Reported elevator rescue required at location. Additional details unknown.,37.52716995,-122.32446673,,,,50 ft,YES,YES,"37.52716995, -122.32446673",Suburban,10-49,INC560,High
Drowning Incident reported in Uptown,INCIDENT,10-47 - Drowning Incident,Reported drowning incident at location. Additional details unknown.,37.52503076,-122.33247219,,,,50 ft,YES,YES,"37.52503076, -122.33247219",Uptown,10-47,INC561,Medium
Gunshots Heard reported in Downtown,INCIDENT,10-13 - Gunshots Heard,Reported gunshots heard at location. Additional details unknown.,37.53970759,-122.32301732,,,,50 ft,YES,YES,"37.53970759, -122.32301732",Downtown,10-13,INC562,High
Earthquake Damage reported in Central,INCIDENT,10-45 - Earthquake Damage,Reported earthquake damage at location. Additional details unknown.,37.5281946,-122.33397826,,,,50 ft,YES,YES,"37.5281946, -122.33397826",Central,10-45,INC563,Critical
Structure Fire reported in Uptown,INCIDENT,10-07 - Structure Fire,Reported structure fire at location. Additional details unknown.,37.535767,-122.32557506,,,,50 ft,YES,YES,"37.535767, -122.32557506",Uptown,10-07,INC564,High
Illegal Dumping reported in Central,INCIDENT,10-24 - Illegal Dumping,Reported illegal dumping at location. Additional details unknown.,37.53651855,-122.32227307,,,,50 ft,YES,YES,"37.53651855, -122.32227307",Central,10-24,INC565,High
Gas Leak reported in Downtown,INCIDENT,10-08 - Gas Leak,Reported gas leak at location. Additional details unknown.,37.53640703,-122.32551832,,,,50 ft,YES,YES,"37.53640703, -122.32551832",Downtown,10-08,INC566,High
Landslide Reported reported in Industrial,INCIDENT,10-42 - Landslide Reported,Reported landslide reported at location. Additional details unknown.,37.53081136,-122.3348223,,,,50 ft,YES,YES,"37.53081136, -122.3348223",Industrial,10-42,INC567,Critical
Earthquake Damage reported in Downtown,INCIDENT,10-45 - Earthquake Damage,Reported earthquake damage at location. Additional details unknown.,37.53587831,-122.32360191,,,,50 ft,YES,YES,"37.53587831, -122.32360191",Downtown,10-45,INC568,High
Cyber Crime reported in Suburban,INCIDENT,10-32 - Cyber Crime,Reported cyber crime at location. Additional details unknown.,37.52340292,-122.33110646,,,,50 ft,YES,YES,"37.52340292, -122.33110646",Suburban,10-32,INC569,Critical
Vandalism in Progress reported in Industrial,INCIDENT,10-14 - Vandalism in Progress,Reported vandalism in progress at location. Additional details unknown.,37.53503809,-122.32479824,,,,50 ft,YES,YES,"37.53503809, -122.32479824",Industrial,10-14,INC570,Low
Vandalism in Progress reported in Industrial,INCIDENT,10-14 - Vandalism in Progress,Reported vandalism in progress at location. Additional details unknown.,37.53730417,-122.33672989,,,,50 ft,YES,YES,"37.53730417, -122.33672989",Industrial,10-14,INC571,Low
Structure Fire reported in Industrial,INCIDENT,10-07 - Structure Fire,Reported structure fire at location. Additional details unknown.,37.52669733,-122.33203896,,,,50 ft,YES,YES,"37.52669733, -122.33203896",Industrial,10-07,INC572,Medium
Public Disturbance reported in Industrial,INCIDENT,10-18 - Public Disturbance,Reported public disturbance at location. Additional details unknown.,37.5266821,-122.32780535,,,,50 ft,YES,YES,"37.5266821, -122.32780535",Industrial,10-18,INC573,Critical
Suspicious Person reported in Rural,INCIDENT,10-27 - Suspicious Person,Reported suspicious person at location. Additional details unknown.,37.53392603,-122.32412481,,,,50 ft,YES,YES,"37.53392603, -122.32412481",Rural,10-27,INC574,Critical
Gas Leak reported in Central,INCIDENT,10-08 - Gas Leak,Reported gas leak at location. Additional details unknown.,37.52531053,-122.33925665,,,,50 ft,YES,YES,"37.52531053, -122.33925665",Central,10-08,INC575,Critical
Bridge Collapse reported in Uptown,INCIDENT,10-37 - Bridge Collapse,Reported bridge collapse at location. Additional details unknown.,37.53435499,-122.33089073,,,,50 ft,YES,YES,"37.53435499, -122.33089073",Uptown,10-37,INC576,High
Noise Complaint reported in Rural,INCIDENT,10-28 - Noise Complaint,Reported noise complaint at location. Additional details unknown.,37.52341261,-122.33384082,,,,50 ft,YES,YES,"37.52341261, -122.33384082",Rural,10-28,INC577,Medium
Landslide Reported reported in Central,INCIDENT,10-42 - Landslide Reported,Reported landslide reported at location. Additional details unknown.,37.53095756,-122.33697774,,,,50 ft,YES,YES,"37.53095756, -122.33697774",Central,10-42,INC578,Critical
Animal Attack reported in Industrial,INCIDENT,10-20 - Animal Attack,Reported animal attack at location. Additional details unknown.,37.53230858,-122.33455834,,,,50 ft,YES,YES,"37.53230858, -122.33455834",Industrial,10-20,INC579,Critical
Earthquake Damage reported in Suburban,INCIDENT,10-45 - Earthquake Damage,Reported earthquake damage at location. Additional details unknown.,37.52887474,-122.33903774,,,,50 ft,YES,YES,"37.52887474, -122.33903774",Suburban,10-45,INC580,High
Road Hazard reported in Industrial,INCIDENT,10-21 - Road Hazard,Reported road hazard at location. Additional details unknown.,37.52201867,-122.32656781,,,,50 ft,YES,YES,"37.52201867, -122.32656781",Industrial,10-21,INC581,Medium
Flooding Reported reported in Central,INCIDENT,10-40 - Flooding Reported,Reported flooding reported at location. Additional details unknown.,37.5390858,-122.32846557,,,,50 ft,YES,YES,"37.5390858, -122.32846557",Central,10-40,INC582,Critical
Attempted Kidnapping reported in Industrial,INCIDENT,10-15 - Attempted Kidnapping,Reported attempted kidnapping at location. Additional details unknown.,37.52567894,-122.32008469,,,,50 ft,YES,YES,"37.52567894, -122.32008469",Industrial,10-15,INC583,Medium
Collapsed Building reported in Uptown,INCIDENT,10-48 - Collapsed Building,Reported collapsed building at location. Additional details unknown.,37.53107344,-122.33376217,,,,50 ft,YES,YES,"37.53107344, -122.33376217",Uptown,10-48,INC584,Critical
Hit-and-Run Accident reported in Suburban,INCIDENT,10-23 - Hit-and-Run Accident,Reported hit-and-run accident at location. Additional details unknown.,37.53390406,-122.3255191,,,,50 ft,YES,YES,"37.53390406, -122.3255191",Suburban,10-23,INC585,Critical
